"TITLE","AUTHORS","SUBJECT","DESCRIPTION","PUBLISHER","AVAILABILITY","RESEARCH_ORG","SPONSORING_ORG","CONTRIBUTING_ORG","PUBLICATION_COUNTRY","PUBLICATION_DATE","LANGUAGE","RESOURCE_TYPE","TYPE_QUALIFIER","RELATION","COVERAGE","FORMAT","IDENTIFIER","REPORT_NUMBER","DOE_CONTRACT_NUMBER","OTHER_IDENTIFIER","DOI","RIGHTS","ENTRY_DATE","OSTI_IDENTIFIER","CITATION_URL","PURL_URL","JOURNAL_NAME","JOURNAL_ISSUE","JOURNAL_VOLUME"
"DEVELOPMENT OF FUEL ELEMENT FABRICATION.","Adamson, Jr, G M","N30200* -Metals, Ceramics, & Other Materials-Ceramics & Cermets; ALUMINUM- BORON CARBIDES- COMPACTING- DENSITY- DISPERSIONS- EXPANSION- FABRICATION- FUEL ELEMENTS- IRRADIATION- PLATES- POWDERS- RADIATION EFFECTS- U3O8- VOLUME; ALUMINUM- BUBBLES- COATING- DEFECTS- DISPERSIONS- FABRICATION- FUEL CANS- FUELS- HYDROGEN- INJECTION- NICKEL- PLATES; ATTENUATION- DISPERSIONS- ENERGY LOSSES- FUELS- HOMOGENEOUS- PLATES- RADIOGRAPHY- TESTING- X RADIATION; ALUMINUM ALLOYS AND SYSTEMS/Al-U$sub 3$O$sub 8$, radiation effects on boron-containing dispersions of, in-pile; NICKEL/deposition on aluminum by electroless process; ALUMINUM/coating with nickel, properties of electroless-deposited; URANIUM OXIDES U$sub 3$O$sub 8$/reactions with aluminum at 600$sup 0$C in dispersions; ALUMINUM/reactions in dispersions with burned uranium oxide at 600-C; HYDROGEN/effects on blistering of fuel plates; REACTOR FUEL ELEMENTS/density of dispersion-core, radiographic determination of; ALUMINUM/ properties of compacted powders of, effects of injected hydrogen on; URANIUM OXIDES U$sub 3$O$sub 8$/Al-U$sub 3$O$sub 8$, radiation effects on boron- containing dispersions of, in-pile; REACTOR FUEL ELEMENTS/properties of mini-type aluminum-uranium oxide, in-pile testing of","","","","Oak Ridge National Lab., Tenn.","","","United States","1969-10-31T00:00:00Z","English","Technical Report","","Other Information: UNCL. Orig. Receipt Date: 31-DEC-69","","Medium: X","","ORNL-4420","","","","","2008-02-05T00:00:00Z","4754539","https://www.osti.gov/biblio/4754539","","","",""
"TREATMENT OF URANIUM.","","N20510* -Chemistry-Radiochemistry & Nuclear Chemistry- Reactor Fuel Processing; FORMIC ACID- LABORATORY EQUIPMENT- PRECIPITATION- SALTS- URANYL COMPOUNDS- URANYL NITRATES; HYDROGEN- PRODUCTION- REDUCTION- URANIUM- URANIUM HEXAFLUORIDE; HYDROLYSIS; PRODUCTION; REDUCTION- SODIUM- URANIUM HEXAFLUORIDE; URANIUM HEXAFLUORIDE U3O8; URANIUM OXIDES U$sub 3$O$sub 8$/production from uranium hexafluoride, method for; URANIUM/production by uranium hexafluoride reduction by hydrogen; HYDROGEN/reactions with uranium hexafluoride, production of uranium by reduction; SODIUM/reactions with uranium hexafluoride, reduction; URANYL FORMATES/precipitation from uranyl nitrate solutions by formic acid, equipment for; FORMIC ACID/reactions with uranyl nitrate, precipitation of uranyl formate by; URANIUM FLUORIDES UF$sub 6$/reduction by sodium; URANYL NITRATES/ reactions with formic acid, precipitation of uranyl formate by; URANIUM OXIDES U$sub 3$O$sub 8$/fabrication of, equipment and method for","","","","Commissariat a l'Energie Atomique, Fontenay-aux-Roses (France). Centre d'Etudes Nucleaires","","","France","1969-10-31T00:00:00Z","French","Technical Report","","Other Information: UNCL. Orig. Receipt Date: 31-DEC-69","","Medium: X","","CEA-N-1044","","","","","2008-02-05T00:00:00Z","4774649","https://www.osti.gov/biblio/4774649","","","",""
"Study of unconventional thermal, mechanical, and nuclear low-pollution-potential power sources for urban vehicles","","33 ADVANCED PROPULSION SYSTEMS; 08 HYDROGEN; 10 SYNTHETIC FUELS; 21 SPECIFIC NUCLEAR REACTORS AND ASSOCIATED PLANTS; 30 DIRECT ENERGY CONVERSION; AUTOMOBILES; FLYWHEELS; MHD GENERATORS; NUCLEAR POWER; PROPULSION; RADIOISOTOPE BATTERIES; RADIOISOTOPE HEAT SOURCES; RANKINE CYCLE ENGINES; STIRLING ENGINES; THERMOELECTRIC GENERATORS; AUTOMOTIVE FUELS; MOBILE REACTORS; USES; THERMIONIC CONVERTERS; AIR FILTERS; COMBUSTION CHAMBERS; COMPARATIVE EVALUATIONS; COST; DESIGN; ENERGY STORAGE; EXHAUST GASES; FEASIBILITY STUDIES; FUEL CONSUMPTION; GAS TURBINES; HEAT ENGINES; HYDRODYNAMICS; MECHANICAL TRANSMISSIONS; ML-1 REACTOR; PERFORMANCE; POWER TRANSMISSION; REVIEWS; SNAP 8 REACTOR; SNAP REACTORS; SPRINGS; WORKING FLUIDS; DIRECT ENERGY CONVERTERS; DOCUMENT TYPES; ENERGY CONSUMPTION; ENGINES; ENRICHED URANIUM REACTORS; EQUIPMENT; FILTERS; FLUID MECHANICS; FLUIDS; FUELS; GAS COOLED REACTORS; GASEOUS WASTES; HEAT SOURCES; MACHINE PARTS; MECHANICS; NITROGEN COOLED REACTORS; POLLUTION CONTROL EQUIPMENT; POWER; POWER REACTORS; REACTORS; SPACE POWER REACTORS; STORAGE; TURBINES; TURBOMACHINERY; VEHICLES; WASTES; WATER MODERATED REACTORS; 330200* - External Combustion Engines; 330500 - Advanced Propulsion Systems- Flywheel Propulsion; 330600 - Advanced Propulsion Systems- Vehicle Design Factors; 330800 - Emission Control- Alternative Fuels; 080600 - Hydrogen- Industrial & Commercial Use- (-1989); 090100 - Hydrocarbon Fuels- (-1989); 210600 - Power Reactors, Auxiliary, Mobile Package, & Transportable; 300100 - Direct Energy Conversion- MHD Generators; 300300 - Thermoelectric Generators; 300400 - Thermionic Converters","","","NTIS.","Battelle Columbus Labs., Ohio (USA)","","","United States","1969-10-01T00:00:00Z","English","Technical Report","","","","Medium: X; Size: Pages: 169","","NP-20359","PH 86-67-109","","","","2008-02-06T00:00:00Z","5138963","https://www.osti.gov/biblio/5138963","","","",""
"Study of unconventional thermal, mechanical, and nuclear low-pollution-potential power sources for urban vehicles","Hoess, J A; Cheaney, E S; Creswick, F A; Trayser, D A; Fischer, R D; Timberlake, A B; Basham, S J; Herridge, J T; Wilcox, J P","33 ADVANCED PROPULSION SYSTEMS; 08 HYDROGEN; 10 SYNTHETIC FUELS; 30 DIRECT ENERGY CONVERSION; 14 SOLAR ENERGY; 21 SPECIFIC NUCLEAR REACTORS AND ASSOCIATED PLANTS; AUTOMOBILES; DIRECT ENERGY CONVERTERS; ENGINES; MOBILE REACTORS; PROPULSION; RADIOISOTOPE BATTERIES; AUTOMOTIVE FUELS; COMPARATIVE EVALUATIONS; AMMONIA; FEASIBILITY STUDIES; FLYWHEELS; GAS TURBINES; HYBRID SYSTEMS; HYDROGEN FUELS; LITHIUM FLUORIDES; MECHANICAL TRANSMISSIONS; METHANE; MHD GENERATORS; ML-1 REACTOR; PHOTOVOLTAIC CELLS; PROPANE; RADIOISOTOPE HEAT SOURCES; RANKINE CYCLE ENGINES; SNAP 50 REACTOR; SNAP 8 REACTOR; STIRLING ENGINES; THERMIONIC CONVERTERS; THERMOELECTRIC GENERATORS; ALKALI METAL COMPOUNDS; ALKANES; CRYOGENIC FLUIDS; ENRICHED URANIUM REACTORS; FLUIDS; FLUORIDES; FLUORINE COMPOUNDS; FUELS; GAS COOLED REACTORS; HALIDES; HALOGEN COMPOUNDS; HEAT ENGINES; HEAT SOURCES; HYDRIDES; HYDROCARBONS; HYDROGEN COMPOUNDS; LITHIUM COMPOUNDS; LITHIUM HALIDES; MACHINE PARTS; NITROGEN COMPOUNDS; NITROGEN COOLED REACTORS; NITROGEN HYDRIDES; ORGANIC COMPOUNDS; PHOTOELECTRIC CELLS; POWER REACTORS; REACTORS; SNAP REACTORS; SPACE POWER REACTORS; SYNTHETIC FUELS; TURBINES; TURBOMACHINERY; VEHICLES; WATER MODERATED REACTORS; 330100* - Internal Combustion Engines; 330200 - External Combustion Engines; 330400 - Advanced Propulsion Systems- Hybrid Systems; 330500 - Advanced Propulsion Systems- Flywheel Propulsion; 330800 - Emission Control- Alternative Fuels; 080600 - Hydrogen- Industrial & Commercial Use- (-1989); 090100 - Hydrocarbon Fuels- (-1989); 090300 - Inorganic Hydrogen Compound Fuels- (-1989); 300100 - Direct Energy Conversion- MHD Generators; 300304 - Thermoelectric Generators- Applications; 300404 - Thermionic Converters- Applications; 140501 - Solar Energy Conversion- Photovoltaic Conversion; 210600 - Power Reactors, Auxiliary, Mobile Package, & Transportable","","","NTIS","Battelle Columbus Labs., Ohio (USA)","","","United States","1969-10-01T00:00:00Z","English","Technical Report","","","","Medium: X; Size: Pages: 171","","APTD-69-51; PB-192321","PH 86-67-109","","","","2011-03-24T00:00:00Z","5139379","https://www.osti.gov/biblio/5139379","","","",""
"METHOD FOR PRODUCING A SINTERED BODY OF SPHERICAL UO$sub 2$ GRAINS.","Mizusawa, T","N30220* -Metals, Ceramics, & Other Materials-Ceramics & Cermets-Preparation & Fabrication; ASIA; GRAIN SIZE; HIGH TEMPERATURE; HYDROGEN; JAPAN; PATENT; PRESSURE; PRODUCTION; SINTERING; SPHERES; U3O8; URANIUM DIOXIDE; URANIUM TRIOXIDE; VACUUM; URANIUM OXIDES UO$sub 3$/sintering for production of spherical granular uranium dioxide; URANIUM OXIDES U$sub 3$O$sub 8$/sintering for production of spherical granular uranium dioxide; URANIUM OXIDES UO$sub 2$/ production of sintered granular, methods for","","","","Originating Research Org. not identified","","","Japan","1969-07-01T00:00:00Z","English","Patent","","Other Information: Orig. Receipt Date: 31-DEC-69","","Medium: X","","JP 695558 -","","","","Patent Assignee: (to Sumitomo Metal Mining Co., Ltd.).","2008-02-05T00:00:00Z","4803125","https://www.osti.gov/biblio/4803125","","","",""
"METASTABLE SPECIES PRODUCED BY ELECTRON EXCITATION OF N$sub 2$, H$sub 2$, N$sub 2$O, AND CO .","Clampitt, R; Newton, A S","N32240* -Physics-Atomic & Molecular Physics-Collision Phenomena; ANIONS- ATOMS- CARBON DIOXIDE- CARBON MONOXIDE- OXYGEN; ATOMS- HYDROGEN- PHOTONS; BEAMS; DECOMPOSITION; ELECTRON BEAMS; ENERGY; ENERGY LEVELS; EV RANGE; EXCITATION; KINETIC ENERGY; MEASUREMENT; METASTABLE STATES; MOLECULAR BEAMS; MOLECULES; MOTION; NITROGEN- NITROGEN OXIDES; SPECTRA; THRESHOLD ENERGY; TIME OF FLIGHT METHOD NITROGEN; NITROGEN/electron reactions at 7 to 14 eV with molecular, production of metastable molecules in, (E); HYDROGEN/electron reactions at 8 to 22 eV with molecular, production of photons and metastable hydrogen atoms and molecules in, (E); ELECTRONS/reactions with carbon dioxide, hydrogen, nitrogen, and nitrous oxide in eV range, production of metastable species in, (E); CARBON DIOXIDES/electron reactions in eV range with, production of metastable fragments in, (E); NITROGEN OXIDES N$sub 2$O/electron reactions in eV range with, production of metastable fragments in, (E)","","","","Univ. of California, Berkeley","USDOE","","Country unknown/Code not available","1969-01-01T00:00:00Z","English","Journal Article","","Journal Name: J. Chem. Phys., 50: 1997-2001(Mar. 1, 1969).; Other Information: Orig. Receipt Date: 31-DEC-69","","Medium: X","","","","","10.1063/1.1671322","","2016-05-12T00:00:00Z","4814887","https://www.osti.gov/biblio/4814887","","J. Chem. Phys., 50: 1997-2001(Mar. 1, 1969).","",""
"EMISSION OF LIGHT NUCLEI IN THERMAL NEUTRON FISSION OF $sup 239$Pu.","Krogulski, T; Chwaszczewska, J; Dakowski, M; Piasecki, E; Sowinski, M; Tys, J","N36550* -Physics (Nuclear)-Nuclear Properties & Reactions, A >= 90-Nuclear Reactions & Scattering; DEUTERIUM; FISSION; HELIUM 4; HELIUM 6; HELIUM 8; HYDROGEN; LIGHT NUCLEI; NEUTRON BEAMS; NUCLEAR REACTIONS; PLUTONIUM 239; SPECTRA; THERMAL NEUTRONS; TRITIUM; PLUTONIUM ISOTOPES Pu-239/neutron fission of, emission of light nuclei in thermal, (E); NEUTRONS, THERMAL/reactions (n,f) with plutonium- 239, emission of light nuclei in, (E)","","","","Inst. of Nuclear Research, Warsaw","USDOE","","Country unknown/Code not available","1969-01-01T00:00:00Z","English","Journal Article","","Journal Name: Nucl. Phys., A128: 219-23(1969).; Other Information: Orig. Receipt Date: 31-DEC-69","","Medium: X","","","","","10.1016/0375-9474(69)90987-7","","2016-05-19T00:00:00Z","4796464","https://www.osti.gov/biblio/4796464","","Nucl. Phys., A128: 219-23(1969).","",""
"70,000 I/s CONTINUOUS HYDROGEN PUMPING BETWEEN 10$sup -6$ AND 10$sup -8$ TORR., IN A 3m$sup 3$ LIGHT ALLOY VESSEL WITHOUT THERMAL OUTGASSING.","Geller, R","N24800* -Engineering-Vacuum Engineering; DESIGN; EVAPORATION; HYDROGEN; PERFORMANCE; PUMPS; TITANIUM; ULTRA HIGH VACUUM; VACUUM; VACUUM PUMPS/design and performance of titanium evaporation, for continuous hydrogen pumping between 10$sup -6$ to 10$sup -8$ torr; HYDROGEN/pumping at 10$sup -6$ to 10$sup -8$ torr, design and performances of titanium evaporation pump for continuous","","","","CEN, Saclay, France","","","Country unknown/Code not available","1969-01-01T00:00:00Z","French","Journal Article","","Journal Name: Bull. Inform. Sci. Tech. (Paris) No. 142, 39-49(Nov 1969).; Other Information: Orig. Receipt Date: 31-DEC-70","","Medium: X","","","","","","","2009-12-15T00:00:00Z","4736317","https://www.osti.gov/biblio/4736317","","Bull. Inform. Sci. Tech. (Paris) No. 142, 39-49(Nov 1969).","",""
"ASPECTS OF SINTERING SOME URANIUM OXIDES WITH HIGH NON-STOICHIOMETRY.","Denetrescu, S","N30220* -Metals, Ceramics, & Other Materials-Ceramics & Cermets-Preparation & Fabrication; ABUNDANCE; ARGON; HIGH TEMPERATURE; HYDROGEN; OXYGEN; SINTERING; URANIUM DIOXIDE; URANIUM URANIUM DIOXIDE- U3O8; OXYGEN/abundance relative to uranium in uranium dioxide and uranium oxide mixtures, effects on sintering at 1350-C; URANIUM OXIDES UO$sub 2$/sintering in argon or hydrogen at 1350$sup 0$C, effects of uranium/oxygen ratio on; URANIUM/abundance relative to oxygen in uranium dioxide and uranium oxide mixtures, effects on sintering at 1350-C; URANIUM OXIDES U$sub 3$O$sub 8$/UO$sub 2$-U$sub 3$O$sub 8$, sintering in argon or hydrogen at 1350$sup 0$C, effects of uranium/oxygen ratio on; URANIUM OXIDES UO$sub 2$/UO$sub 2$-U$sub 3$O$sub 8$, sintering in argon or hydrogen at 1350$sup 0$C, effects of uranium/oxygen ratio on","","","","Originating Research Org. not identified","","","Country unknown/Code not available","1969-01-01T00:00:00Z","Rumanian","Journal Article","","Journal Name: Rev. Chim. (Bucharest), 20: 443-4(July 1969).; Other Information: Orig. Receipt Date: 31-DEC-69","","Medium: X","","","","","","","2009-12-15T00:00:00Z","4739411","https://www.osti.gov/biblio/4739411","","Rev. Chim. (Bucharest), 20: 443-4(July 1969).","",""
"HIGH MULTIPLICITY $pi$$sup +$p INTERACTIONS AT 8 GeV/c INCOMING $pi$$sup +$ MOMENTUM.","Czyzewski, O","N34140* -Physics (High Energy)-Particle Interactions & Properties (Experimental)-Strong (Meson-induced); ANGULAR CORRELATION; BUBBLE CHAMBERS; GEV RANGE 01-10; INTERACTIONS; MOMENTUM; N*RESONANCES; OMEGA RESONANCES; PIONS; PIONS-PLUS; PRODUCTION; PROTONS; RHO RESONANCES; STATISTICS; BARYONS, RESONANCE (N*)/production of N(3695) in 8- and 10-prong $pi$$sup +$ + p interactions at 8 GeV/c in hydrogen bubble chamber, (E); MESONS ($omega$)/production of $omega$$sup 0$ in 8- and 10-prong $pi$$sup +$ + p interactions at 8 GeV/c in hydrogen bubble chamber, (E); MESONS ($pi$$sup +$)/ interactions $pi$$sup +$ + p at 8 GeV/c in hydrogen bubble chamber, $omega$$sup 0$, rho, and N(3695) production, $pi$ angular correlations, and dominance of central statistical interactions in 8- and 10-prong, (E); MESONS ($pi$)/ production in 8- and 10-prong $pi$$sup +$ + p interactions at 8 GeV/c in hydrogen bubble chamber, angular correlations for, (E); MESONS (rho)/production in 8- and 10-prong $pi$$sup +$ + p interactions at 8 GeV/c in hydrogen bubble chamber, (E); PROTONS/interactions $pi$$sup +$ + p at 8 GeV/c in hydrogen bubble chamber, $omega$$sup 0$, rho, and N(3695) production, $pi$ angular correlations, and dominance of central statistical interactions in 8- and 10-prong, (E)","","","","Originating Research Org. not identified","","","Country unknown/Code not available","1969-01-01T00:00:00Z","Polish","Journal Article","","Journal Name: Zesz. Nauk. Akad. Gorn.-Hutn. Krakow., Rozpr. 208: No. 2, 65- 77(1969).; Other Information: Orig. Receipt Date: 31-DEC-71","","Medium: X","","","","","","","2009-12-14T00:00:00Z","4056742","https://www.osti.gov/biblio/4056742","","Zesz. Nauk. Akad. Gorn.-Hutn. Krakow., Rozpr. 208: No. 2, 65- 77(1969).","",""
"EMISSION OF HYDROGEN AND HELIUM ISOTOPES IN THE FISSION OF $sup 239$Pu CLASSICAL MODEL OF THE TERNARY FISSION.","Krogulski, T","N36550* -Physics (Nuclear)-Nuclear Properties & Reactions, A >= 90-Nuclear Reactions & Scattering; DEUTERONS; DISTRIBUTION; EMISSION; ENERGY; FISSION; HELIUM 4; HELIUM 6; HELIUM 8; PLUTONIUM 239; PRODUCTION; PROTONS; THERMAL NEUTRONS; TRITONS; NEUTRONS, THERMAL/reactions (n,f) with plutonium-239, emission of hydrogen and helium isotopes in, (E); HELIUM ISOTOPES He-6/emission in thermal neutron reactions (n,f) with plutonium-239, relative yields and energy distributions for, (E); PLUTONIUM ISOTOPES Pu-239/neutron fission of, emission of hydrogen and helium isotopes in thermal, (E); TRITONS/emission in thermal neutron reactions (n,f) with plutonium-239, relative yields and energy distributions for, (E)","","","Dep. CFSTI (U. S. Sales Only).","Institute of Nuclear Research, Warsaw (Poland)","","","Poland","1969-01-01T00:00:00Z","Polish","Technical Report","","Other Information: UNCL. Orig. Receipt Date: 31-DEC-70","","Medium: X; Size: Pages: 133","","INR-1142","","","","","2010-06-03T00:00:00Z","4149972","https://www.osti.gov/biblio/4149972","","","",""
"THE ABSOLUTE CALIBRATION OF GAUGES FOR TRITIUM GAS IN THE PRESSURE RANGE 10$sup -8$ TO 10$sup -5$ TORR.","Barnes, M R; Gibson, A","N24800* -Engineering-Vacuum Engineering; GAGES; GASES; HYDROGEN; IONIZATION; PRESSURE; SCINTILLATION COUNTERS; SENSITIVITY; STANDARDS; TESTING; TRITIUM; VACUUM; VACUUM GAGES/calibration for tritium gas at 10$sup -8$ to 10$sup -5$ torr, method for absolute; TRITIUM/pressure at 10$sup -8$ to 10$sup -5$ torr, absolute calibration of gages for measuring","","","","Culham Lab., Abingdon, Eng.","USDOE","","Country unknown/Code not available","1968-01-01T00:00:00Z","English","Journal Article","","Journal Name: Vacuum, 18: 451-6(Aug. 1968).; Other Information: Orig. Receipt Date: 31-DEC-69; Bib. Info. Source: DIX (Henry Dix)","","Medium: X","","","","","10.1016/0042-207X(68)90339-4","","2016-05-30T00:00:00Z","4835387","https://www.osti.gov/biblio/4835387","","Vacuum, 18: 451-6(Aug. 1968).","",""
"SOLAR SPIN-DOWN AND NEUTRINO FLUXES.","Ezer, D; Cameron, A G.W.","N32150* -Physics-Astrophysics-Solar Phenomena; ABUNDANCE; BORON 8; EMISSION; HYDROGEN; NEUTRINOS; ROTATION; SUN; ZONES; HYDROGEN/abundance in center of Sun, (T); NEUTRINOS/ emission from baron 8 on, (T); SUN/rotation of core of, spin-down of, (T); BORON ISOTOPES B-8/neutrino emission from, in Sun, (T); SUN/hydrogen abundance in center of, (T); SUN/neutrino emission from baron 8 in, (T)","","","","Middle East Technical Univ., Ankara","","","Country unknown/Code not available","1968-01-01T00:00:00Z","English","Journal Article","","Journal Name: Astrophys. Lett., 1: 177-9(May 1968).; Other Information: Orig. Receipt Date: 31-DEC-68","","Medium: X","","","","","","","2009-12-15T00:00:00Z","4528035","https://www.osti.gov/biblio/4528035","","Astrophys. Lett., 1: 177-9(May 1968).","",""
"SOLAR SPIN DOWN AND NEUTRINO FLUXES.","Ezer, D; Cameron, A G.W.","N32150* -Physics-Astrophysics-Solar Phenomena; ABUNDANCE; EMISSION; HYDROGEN; NEUTRINOS; ROTATION; SUN; ZONES; SUN/neutrino flux from, boron-8, (T); SUN/hydrogen abundance in core of, (T); NEUTRINOS/emission from Sun, (T); HYDROGEN/abundance in center of Sun, (T); SUN/core of, spin down of rapidly rotating, (T)","","","CFSTI.","National Aeronautics and Space Administration, New York. Goddard Inst. for Space Studies","","","Country unknown/Code not available","1968-01-01T00:00:00Z","English","Technical Report","","Other Information: UNCL. Orig. Receipt Date: 31-DEC-68","","Medium: X; Size: Pages: 9","","N-68-19136; NASA-TM-X-60923","","","","","2008-02-05T00:00:00Z","4513421","https://www.osti.gov/biblio/4513421","","","",""
"SEARCH FOR T = $sup 3$/$sub 2$ STATES IN $sup 5$Li, $sup 5$He, AND $sup 5$H.","McGrath, R L; Cerny, J; Cosper, S W","N36230* -Physics (Nuclear)-Nuclear Properties & Reactions, A <= 5-Energy Levels & Transitions; ANALOG STATES ALPHA BEAMS- BERYLLIUM 9- BORON 8- NUCLEAR REACTIONS- SPECTRA; COINCIDENCE METHODS- HELIUM 3- HELIUM 5- LITHIUM 5- LITHIUM 7- NUCLEAR REACTIONS- PROTON BEAMS- SPECTRA- TRITONS; ENERGY LEVELS- HELIUM 5- HYDROGEN 5- LITHIUM 5; HELIUM ISOTOPES He-5/energy levels from lithium-7 (p,He-3) reactions, search for T = 3/2 isobaric analog, (E); LITHIUM ISOTOPES Li- 7/proton reactions (p,He-3) with, coincidence spectra for, (E); PROTONS/reactions (p,He-3) with lithium-7, coincidence spectra for, (E); BERYLLIUM ISOTOPES Be-9/ alpha reactions ($alpha$,B-8) with, boron-8 energy spectra from, (E); PROTONS/ reactions (p,t) with lithium-7, triton spectra from, (E); LITHIUM ISOTOPES Li-5/ energy levels from lithium-7 (p,t) reactions, search for T = 3/2 isobaric analog, (E); ALPHA PARTICLES/reactions ($alpha$,B-8) with beryllium-9, boron-8 energy spectra from, (E); LITHIUM ISOTOPES Li-7/proton reactions (p,t) with, triton spectra from, (E); NUCLEI/energy levels of A = 5, search for T = 3/2 isobaric analog, (E); HYDROGEN ISOTOPES H-5/energy levels from beryllium-9 ($alpha$,B-8) reactions, search for T = 3/2 isobaric analog, (E)","","","","Univ. of California, Berkeley","","","United States","1968-01-01T00:00:00Z","English","Journal Article","","Journal Name: Phys. Rev., 165: 1126-35(Jan. 20, 1968).; Other Information: Orig. Receipt Date: 31-DEC-68","","Medium: X","","UCRL-17777","","","","","2009-12-15T00:00:00Z","4567390","https://www.osti.gov/biblio/4567390","","Phys. Rev., 165: 1126-35(Jan. 20, 1968).","",""
"VACUUM POLARIZATION AND LOW-ENERGY SCATTERING.","Kermode, M W","N36250* -Physics (Nuclear)-Nuclear Properties & Reactions, A <= 5-Nuclear Reactions & Scattering; ALPHA PARTICLES- EQUATIONS- HELIUM 4- INTERACTIONS- PHASE SHIFT- POLARIZATION- PROTONS- S-WAVE- SCATTERING; BERYLLIUM 8- ENERGY LEVELS- NUMERICALS- WIDTH; HYDROGEN/proton scattering at low energy, effects of vacuum polarization on s-wave, (T); ALPHA PARTICLES/scattering by helium-4 at low energy, effects of vacuum polarization on s-wave, (T); HELIUM ISOTOPES He-4/alpha scattering at low energy, effects of vacuum polarization on s-wave, (T); BERYLLIUM ISOTOPES Be-8/energy levels of, use of $alpha$-$alpha$ scattering data in calculation of width of ground state, (T); PROTONS/interactions p + p at low energy, effects of vacuum polarization on s-wave, (T)","","","","Univ. of Liverpool","","","United Kingdom","1968-01-01T00:00:00Z","English","Journal Article","","Journal Name: J. Phys., A, 1: 236-50(Mar. 1968).; Other Information: Orig. Receipt Date: 31-DEC-68; Bib. Info. Source: UK (United Kingdom (sent to DOE from))","","Medium: X","","","","","10.1088/0305-4470/1/2/308","","2016-05-12T00:00:00Z","4536998","https://www.osti.gov/biblio/4536998","","J. Phys., A, 1: 236-50(Mar. 1968).","",""
"RESONANCES PRODUCED IN THE REACTION $pi$$sup -$p $Yields$ $pi$$sup - $$pi$$sup -$$pi$$sup +$p AT 8 GeV/c.","Lamsa, J W; Cason, N M; Biswas, N N; Derado, I; Groves, T H; Kenney, V P; Poirier, J A; Shephard, W D","N34140* -Physics (High Energy)-Particle Interactions & Properties (Experimental)-Strong (Meson-induced); BARYONS; BUBBLE CHAMBERS; F RESONANCES; GEV RANGE; INTERACTIONS; MESONS; N*RESONANCES; PARITY; PIONS; PRODUCTION; PROTONS; RESONANCE; RHO RESONANCES; SPIN; MESONS, RESONANCE/production of A$sub 2$, $pi$$sup - $rho$sup 0$(1190), and $pi$$sup -$f$sup 0$(1610) in $pi$$sup -$ + p $Yields$ $pi$$sup -$ + $pi$$sup -$ + $pi$$sup +$ + p interactions at 8 GeV/c, (E); PROTONS/ interactions $pi$$sup -$ + p $Yields$ $pi$$sup -$ + $pi$$sup -$ + $pi$$sup +$ + p at 8 GeV/c in hydrogen bubble chamber, resonance production in, (E); MESONS (rho)/ production of rho$sup 0$ in $pi$$sup -$ + p $Yields$ $pi$$sup -$ + $pi$$sup -$ + $pi$$sup +$ + p interactions at 8 GeV/c, (E); MESONS ($pi$$sup -$)/interactions $pi$$sup -$ + p $Yields$ $pi$$sup -$ + $pi$$sup -$ + $pi$$sup +$ + p at 8 GeV/c in hydrogen bubble chamber, resonance production in, (E); BARYONS, RESONANCE (N*)/ production and properties of N(1400) and $delta$(1236) in $pi$$sup -$ + p $Yields$ $pi$$sup -$ + $pi$$sup -$ + $pi$$sup +$ + p interactions at 8 GeV/c","","","","Univ. of Notre Dame, Ind.","USDOE","","Country unknown/Code not available","1968-01-01T00:00:00Z","English","Journal Article","","Journal Name: Phys. Rev., 166: 1395-1404(Feb. 25, 1968).; Other Information: Orig. Receipt Date: 31-DEC-68","","Medium: X","","","","","10.1103/PhysRev.166.1395","","2016-05-12T00:00:00Z","4541963","https://www.osti.gov/biblio/4541963","","Phys. Rev., 166: 1395-1404(Feb. 25, 1968).","",""
"Z-DEPENDENCE OF THE STOPPING POWER AT LOW ENERGIES.","Turos, A","N32240* -Physics-Atomic & Molecular Physics-Collision Phenomena; ENERGY; ENERGY LOSSES; HELIUM IONS; HYDROGEN; ION BEAMS; IONS; LOSSES; NUCLEI; MATTER/helium ion energy losses at 0.5 to 8 MeV/amu in, Z dependence of; MATTER/hydrogen ion energy losses at 0.5 to 8 MeV/amu in, Z dependence of; HELIUM IONS/energy losses in materials at 0.5 to 8 MeV/amu, Z dependence of; HYDROGEN IONS/energy losses in materials at 0.5 to 8 MeV/amu, Z dependence of","","","","Inst. of Nuclear Research, Warsaw","USDOE","","Country unknown/Code not available","1968-01-01T00:00:00Z","English","Journal Article","","Journal Name: Nucl. Instrum. Methods, 64: 208-10(Sept. 15, 1968).; Other Information: Orig. Receipt Date: 31-DEC-68","","Medium: X","","","","","10.1016/0029-554X(68)90200-0","","2016-05-12T00:00:00Z","4485014","https://www.osti.gov/biblio/4485014","","Nucl. Instrum. Methods, 64: 208-10(Sept. 15, 1968).","",""
